{'loss': 0.9209, 'learning_rate': 1.984675503792813e-05, 'epoch': 0.04, 'step': 500}
{'loss': 0.8512, 'learning_rate': 1.9693510075856257e-05, 'epoch': 0.08, 'step': 1000}
{'loss': 0.7797, 'learning_rate': 1.9540265113784386e-05, 'epoch': 0.11, 'step': 1500}
{'loss': 0.7714, 'learning_rate': 1.9387020151712516e-05, 'epoch': 0.15, 'step': 2000}
{'loss': 0.6659, 'learning_rate': 1.923377518964064e-05, 'epoch': 0.19, 'step': 2500}
{'loss': 0.6257, 'learning_rate': 1.908053022756877e-05, 'epoch': 0.23, 'step': 3000}
{'loss': 0.5362, 'learning_rate': 1.8927285265496897e-05, 'epoch': 0.27, 'step': 3500}
{'loss': 0.4777, 'learning_rate': 1.8774040303425026e-05, 'epoch': 0.31, 'step': 4000}
{'loss': 0.446, 'learning_rate': 1.8620795341353156e-05, 'epoch': 0.34, 'step': 4500}
{'loss': 0.4751, 'learning_rate': 1.846755037928128e-05, 'epoch': 0.38, 'step': 5000}
{'loss': 0.4252, 'learning_rate': 1.831430541720941e-05, 'epoch': 0.42, 'step': 5500}
{'loss': 0.426, 'learning_rate': 1.8161060455137537e-05, 'epoch': 0.46, 'step': 6000}
{'loss': 0.393, 'learning_rate': 1.800781549306567e-05, 'epoch': 0.5, 'step': 6500}
{'loss': 0.3546, 'learning_rate': 1.7854570530993796e-05, 'epoch': 0.54, 'step': 7000}
{'loss': 0.3395, 'learning_rate': 1.7701325568921925e-05, 'epoch': 0.57, 'step': 7500}
{'loss': 0.3251, 'learning_rate': 1.754808060685005e-05, 'epoch': 0.61, 'step': 8000}
{'loss': 0.3155, 'learning_rate': 1.739483564477818e-05, 'epoch': 0.65, 'step': 8500}
{'loss': 0.3231, 'learning_rate': 1.724159068270631e-05, 'epoch': 0.69, 'step': 9000}
{'loss': 0.2785, 'learning_rate': 1.7088345720634435e-05, 'epoch': 0.73, 'step': 9500}
{'loss': 0.2726, 'learning_rate': 1.6935100758562565e-05, 'epoch': 0.77, 'step': 10000}
{'loss': 0.2803, 'learning_rate': 1.678185579649069e-05, 'epoch': 0.8, 'step': 10500}
{'loss': 0.2506, 'learning_rate': 1.662861083441882e-05, 'epoch': 0.84, 'step': 11000}
{'loss': 0.2495, 'learning_rate': 1.647536587234695e-05, 'epoch': 0.88, 'step': 11500}
{'loss': 0.2484, 'learning_rate': 1.6322120910275075e-05, 'epoch': 0.92, 'step': 12000}
{'loss': 0.2358, 'learning_rate': 1.6168875948203205e-05, 'epoch': 0.96, 'step': 12500}
{'loss': 0.2274, 'learning_rate': 1.601563098613133e-05, 'epoch': 1.0, 'step': 13000}
{'eval_loss': 0.2230960577726364, 'eval_accuracy': 0.8422581798676918, 'eval_precision': 0.8613393068664847, 'eval_recall': 0.8422581798676918, 'eval_f1': 0.8395047551703814, 'eval_kappa': 0.7288098332998919, 'eval_runtime': 182.4578, 'eval_samples_per_second': 245.229, 'eval_steps_per_second': 30.654, 'epoch': 1.0, 'step': 13051}
{'loss': 0.2069, 'learning_rate': 1.586238602405946e-05, 'epoch': 1.03, 'step': 13500}
{'loss': 0.1934, 'learning_rate': 1.570914106198759e-05, 'epoch': 1.07, 'step': 14000}
{'loss': 0.1893, 'learning_rate': 1.555589609991572e-05, 'epoch': 1.11, 'step': 14500}
{'loss': 0.1891, 'learning_rate': 1.5402651137843845e-05, 'epoch': 1.15, 'step': 15000}
{'loss': 0.1861, 'learning_rate': 1.5249406175771972e-05, 'epoch': 1.19, 'step': 15500}
{'loss': 0.1766, 'learning_rate': 1.50961612137001e-05, 'epoch': 1.23, 'step': 16000}
{'loss': 0.1776, 'learning_rate': 1.494291625162823e-05, 'epoch': 1.26, 'step': 16500}
{'loss': 0.1866, 'learning_rate': 1.4789671289556357e-05, 'epoch': 1.3, 'step': 17000}
{'loss': 0.1681, 'learning_rate': 1.4636426327484485e-05, 'epoch': 1.34, 'step': 17500}
{'loss': 0.1619, 'learning_rate': 1.4483181365412612e-05, 'epoch': 1.38, 'step': 18000}
{'loss': 0.1619, 'learning_rate': 1.432993640334074e-05, 'epoch': 1.42, 'step': 18500}
{'loss': 0.1502, 'learning_rate': 1.4176691441268871e-05, 'epoch': 1.46, 'step': 19000}
