{'loss': 0.9375, 'learning_rate': 1.984675503792813e-05, 'epoch': 0.04, 'step': 500}
{'loss': 0.8618, 'learning_rate': 1.9693510075856257e-05, 'epoch': 0.08, 'step': 1000}
{'loss': 0.7984, 'learning_rate': 1.9540265113784386e-05, 'epoch': 0.11, 'step': 1500}
{'loss': 0.7768, 'learning_rate': 1.9387020151712516e-05, 'epoch': 0.15, 'step': 2000}
{'loss': 0.6729, 'learning_rate': 1.923377518964064e-05, 'epoch': 0.19, 'step': 2500}
{'loss': 0.6273, 'learning_rate': 1.908053022756877e-05, 'epoch': 0.23, 'step': 3000}
{'loss': 0.5393, 'learning_rate': 1.8927285265496897e-05, 'epoch': 0.27, 'step': 3500}
{'loss': 0.4859, 'learning_rate': 1.8774040303425026e-05, 'epoch': 0.31, 'step': 4000}
{'loss': 0.4502, 'learning_rate': 1.8620795341353156e-05, 'epoch': 0.34, 'step': 4500}
{'loss': 0.4783, 'learning_rate': 1.846755037928128e-05, 'epoch': 0.38, 'step': 5000}
{'loss': 0.4235, 'learning_rate': 1.831430541720941e-05, 'epoch': 0.42, 'step': 5500}
{'loss': 0.4246, 'learning_rate': 1.8161060455137537e-05, 'epoch': 0.46, 'step': 6000}
{'loss': 0.3944, 'learning_rate': 1.800781549306567e-05, 'epoch': 0.5, 'step': 6500}
{'loss': 0.3641, 'learning_rate': 1.7854570530993796e-05, 'epoch': 0.54, 'step': 7000}
{'loss': 0.3429, 'learning_rate': 1.7701325568921925e-05, 'epoch': 0.57, 'step': 7500}
{'loss': 0.314, 'learning_rate': 1.754808060685005e-05, 'epoch': 0.61, 'step': 8000}
{'loss': 0.3195, 'learning_rate': 1.739483564477818e-05, 'epoch': 0.65, 'step': 8500}
{'loss': 0.3173, 'learning_rate': 1.724159068270631e-05, 'epoch': 0.69, 'step': 9000}
{'loss': 0.2811, 'learning_rate': 1.7088345720634435e-05, 'epoch': 0.73, 'step': 9500}
{'loss': 0.2659, 'learning_rate': 1.6935100758562565e-05, 'epoch': 0.77, 'step': 10000}
{'loss': 0.2706, 'learning_rate': 1.678185579649069e-05, 'epoch': 0.8, 'step': 10500}
{'loss': 0.2339, 'learning_rate': 1.662861083441882e-05, 'epoch': 0.84, 'step': 11000}
{'loss': 0.2386, 'learning_rate': 1.647536587234695e-05, 'epoch': 0.88, 'step': 11500}
{'loss': 0.2425, 'learning_rate': 1.6322120910275075e-05, 'epoch': 0.92, 'step': 12000}
{'loss': 0.2172, 'learning_rate': 1.6168875948203205e-05, 'epoch': 0.96, 'step': 12500}
{'loss': 0.2224, 'learning_rate': 1.601563098613133e-05, 'epoch': 1.0, 'step': 13000}
{'eval_loss': 0.14538615942001343, 'eval_accuracy': 0.8862864294654031, 'eval_precision': 0.8915669742607892, 'eval_recall': 0.8862864294654031, 'eval_f1': 0.88510424720715, 'eval_kappa': 0.7984643614082229, 'eval_runtime': 182.7871, 'eval_samples_per_second': 244.788, 'eval_steps_per_second': 30.598, 'epoch': 1.0, 'step': 13051}
{'loss': 0.1945, 'learning_rate': 1.586238602405946e-05, 'epoch': 1.03, 'step': 13500}
{'loss': 0.1816, 'learning_rate': 1.570914106198759e-05, 'epoch': 1.07, 'step': 14000}
{'loss': 0.1791, 'learning_rate': 1.555589609991572e-05, 'epoch': 1.11, 'step': 14500}
{'loss': 0.172, 'learning_rate': 1.5402651137843845e-05, 'epoch': 1.15, 'step': 15000}
{'loss': 0.1736, 'learning_rate': 1.5249406175771972e-05, 'epoch': 1.19, 'step': 15500}
{'loss': 0.161, 'learning_rate': 1.50961612137001e-05, 'epoch': 1.23, 'step': 16000}
{'loss': 0.1618, 'learning_rate': 1.494291625162823e-05, 'epoch': 1.26, 'step': 16500}
{'loss': 0.1662, 'learning_rate': 1.4789671289556357e-05, 'epoch': 1.3, 'step': 17000}
{'loss': 0.1496, 'learning_rate': 1.4636426327484485e-05, 'epoch': 1.34, 'step': 17500}
{'loss': 0.1396, 'learning_rate': 1.4483181365412612e-05, 'epoch': 1.38, 'step': 18000}
{'loss': 0.1397, 'learning_rate': 1.432993640334074e-05, 'epoch': 1.42, 'step': 18500}
{'loss': 0.133, 'learning_rate': 1.4176691441268871e-05, 'epoch': 1.46, 'step': 19000}
{'loss': 0.1351, 'learning_rate': 1.4023446479196999e-05, 'epoch': 1.49, 'step': 19500}
{'loss': 0.1251, 'learning_rate': 1.3870201517125126e-05, 'epoch': 1.53, 'step': 20000}
{'loss': 0.1206, 'learning_rate': 1.3716956555053254e-05, 'epoch': 1.57, 'step': 20500}
{'loss': 0.1303, 'learning_rate': 1.3563711592981382e-05, 'epoch': 1.61, 'step': 21000}
{'loss': 0.1286, 'learning_rate': 1.341046663090951e-05, 'epoch': 1.65, 'step': 21500}
{'loss': 0.1173, 'learning_rate': 1.3257221668837639e-05, 'epoch': 1.69, 'step': 22000}
{'loss': 0.1128, 'learning_rate': 1.3103976706765766e-05, 'epoch': 1.72, 'step': 22500}
{'loss': 0.1094, 'learning_rate': 1.2950731744693894e-05, 'epoch': 1.76, 'step': 23000}
{'loss': 0.1182, 'learning_rate': 1.2797486782622022e-05, 'epoch': 1.8, 'step': 23500}
{'loss': 0.115, 'learning_rate': 1.264424182055015e-05, 'epoch': 1.84, 'step': 24000}
{'loss': 0.116, 'learning_rate': 1.2490996858478279e-05, 'epoch': 1.88, 'step': 24500}
{'loss': 0.1057, 'learning_rate': 1.2337751896406406e-05, 'epoch': 1.92, 'step': 25000}
{'loss': 0.1108, 'learning_rate': 1.2184506934334534e-05, 'epoch': 1.95, 'step': 25500}
{'loss': 0.1044, 'learning_rate': 1.2031261972262662e-05, 'epoch': 1.99, 'step': 26000}
{'eval_loss': 0.06001659110188484, 'eval_accuracy': 0.9364160557840158, 'eval_precision': 0.9366014209870924, 'eval_recall': 0.9364160557840158, 'eval_f1': 0.9350928916169279, 'eval_kappa': 0.8831926005271454, 'eval_runtime': 182.6644, 'eval_samples_per_second': 244.952, 'eval_steps_per_second': 30.619, 'epoch': 2.0, 'step': 26102}
{'loss': 0.094, 'learning_rate': 1.187801701019079e-05, 'epoch': 2.03, 'step': 26500}
{'loss': 0.0924, 'learning_rate': 1.172477204811892e-05, 'epoch': 2.07, 'step': 27000}
{'loss': 0.0861, 'learning_rate': 1.1571527086047048e-05, 'epoch': 2.11, 'step': 27500}
{'loss': 0.0799, 'learning_rate': 1.1418282123975176e-05, 'epoch': 2.15, 'step': 28000}
{'loss': 0.0764, 'learning_rate': 1.1265037161903303e-05, 'epoch': 2.18, 'step': 28500}
{'loss': 0.0859, 'learning_rate': 1.1111792199831431e-05, 'epoch': 2.22, 'step': 29000}
{'loss': 0.0756, 'learning_rate': 1.095854723775956e-05, 'epoch': 2.26, 'step': 29500}
{'loss': 0.0775, 'learning_rate': 1.0805302275687688e-05, 'epoch': 2.3, 'step': 30000}
{'loss': 0.0787, 'learning_rate': 1.0652057313615815e-05, 'epoch': 2.34, 'step': 30500}
{'loss': 0.0807, 'learning_rate': 1.0498812351543943e-05, 'epoch': 2.38, 'step': 31000}
{'loss': 0.0667, 'learning_rate': 1.034556738947207e-05, 'epoch': 2.41, 'step': 31500}
{'loss': 0.0719, 'learning_rate': 1.01923224274002e-05, 'epoch': 2.45, 'step': 32000}
{'loss': 0.0745, 'learning_rate': 1.0039077465328328e-05, 'epoch': 2.49, 'step': 32500}
{'loss': 0.068, 'learning_rate': 9.885832503256455e-06, 'epoch': 2.53, 'step': 33000}
{'loss': 0.0664, 'learning_rate': 9.732587541184583e-06, 'epoch': 2.57, 'step': 33500}
{'loss': 0.0687, 'learning_rate': 9.579342579112712e-06, 'epoch': 2.61, 'step': 34000}
{'loss': 0.0692, 'learning_rate': 9.42609761704084e-06, 'epoch': 2.64, 'step': 34500}
{'loss': 0.0657, 'learning_rate': 9.27285265496897e-06, 'epoch': 2.68, 'step': 35000}
{'loss': 0.0633, 'learning_rate': 9.119607692897097e-06, 'epoch': 2.72, 'step': 35500}
{'loss': 0.0675, 'learning_rate': 8.966362730825225e-06, 'epoch': 2.76, 'step': 36000}
{'loss': 0.0649, 'learning_rate': 8.813117768753352e-06, 'epoch': 2.8, 'step': 36500}
{'loss': 0.0614, 'learning_rate': 8.65987280668148e-06, 'epoch': 2.84, 'step': 37000}
{'loss': 0.0608, 'learning_rate': 8.50662784460961e-06, 'epoch': 2.87, 'step': 37500}
{'loss': 0.0604, 'learning_rate': 8.353382882537737e-06, 'epoch': 2.91, 'step': 38000}
{'loss': 0.0579, 'learning_rate': 8.200137920465865e-06, 'epoch': 2.95, 'step': 38500}
{'loss': 0.0587, 'learning_rate': 8.046892958393994e-06, 'epoch': 2.99, 'step': 39000}
{'eval_loss': 0.03509427607059479, 'eval_accuracy': 0.9532227784730913, 'eval_precision': 0.954439069539541, 'eval_recall': 0.9532227784730913, 'eval_f1': 0.9529043644793974, 'eval_kappa': 0.9145415600426169, 'eval_runtime': 183.1909, 'eval_samples_per_second': 244.248, 'eval_steps_per_second': 30.531, 'epoch': 3.0, 'step': 39153}
{'loss': 0.0587, 'learning_rate': 7.893647996322122e-06, 'epoch': 3.03, 'step': 39500}
{'loss': 0.0543, 'learning_rate': 7.74040303425025e-06, 'epoch': 3.06, 'step': 40000}
{'loss': 0.0463, 'learning_rate': 7.587158072178378e-06, 'epoch': 3.1, 'step': 40500}
{'loss': 0.0534, 'learning_rate': 7.4339131101065055e-06, 'epoch': 3.14, 'step': 41000}
{'loss': 0.0485, 'learning_rate': 7.280668148034634e-06, 'epoch': 3.18, 'step': 41500}
{'loss': 0.0488, 'learning_rate': 7.127423185962762e-06, 'epoch': 3.22, 'step': 42000}
{'loss': 0.0447, 'learning_rate': 6.974178223890891e-06, 'epoch': 3.26, 'step': 42500}
{'loss': 0.045, 'learning_rate': 6.820933261819019e-06, 'epoch': 3.29, 'step': 43000}
{'loss': 0.0458, 'learning_rate': 6.667688299747146e-06, 'epoch': 3.33, 'step': 43500}
{'loss': 0.0472, 'learning_rate': 6.514443337675275e-06, 'epoch': 3.37, 'step': 44000}
{'loss': 0.0454, 'learning_rate': 6.3611983756034025e-06, 'epoch': 3.41, 'step': 44500}
{'loss': 0.0425, 'learning_rate': 6.207953413531531e-06, 'epoch': 3.45, 'step': 45000}
{'loss': 0.0447, 'learning_rate': 6.054708451459659e-06, 'epoch': 3.49, 'step': 45500}
{'loss': 0.0434, 'learning_rate': 5.901463489387786e-06, 'epoch': 3.52, 'step': 46000}
{'loss': 0.0434, 'learning_rate': 5.748218527315916e-06, 'epoch': 3.56, 'step': 46500}
{'loss': 0.0435, 'learning_rate': 5.594973565244043e-06, 'epoch': 3.6, 'step': 47000}
{'loss': 0.0401, 'learning_rate': 5.441728603172172e-06, 'epoch': 3.64, 'step': 47500}
{'loss': 0.0446, 'learning_rate': 5.288483641100299e-06, 'epoch': 3.68, 'step': 48000}
{'loss': 0.0423, 'learning_rate': 5.135238679028427e-06, 'epoch': 3.72, 'step': 48500}
{'loss': 0.038, 'learning_rate': 4.9819937169565556e-06, 'epoch': 3.75, 'step': 49000}
{'loss': 0.039, 'learning_rate': 4.828748754884683e-06, 'epoch': 3.79, 'step': 49500}
{'loss': 0.0367, 'learning_rate': 4.675503792812812e-06, 'epoch': 3.83, 'step': 50000}
{'loss': 0.0346, 'learning_rate': 4.52225883074094e-06, 'epoch': 3.87, 'step': 50500}
{'loss': 0.0358, 'learning_rate': 4.369013868669068e-06, 'epoch': 3.91, 'step': 51000}
{'loss': 0.0357, 'learning_rate': 4.2157689065971955e-06, 'epoch': 3.95, 'step': 51500}
{'loss': 0.0362, 'learning_rate': 4.062523944525324e-06, 'epoch': 3.98, 'step': 52000}
{'eval_loss': 0.016245195642113686, 'eval_accuracy': 0.9630788485607009, 'eval_precision': 0.9632470851126267, 'eval_recall': 0.9630788485607009, 'eval_f1': 0.9626898147759289, 'eval_kappa': 0.932413009130563, 'eval_runtime': 182.583, 'eval_samples_per_second': 245.061, 'eval_steps_per_second': 30.633, 'epoch': 4.0, 'step': 52204}
{'loss': 0.0335, 'learning_rate': 3.9092789824534525e-06, 'epoch': 4.02, 'step': 52500}
{'loss': 0.0317, 'learning_rate': 3.7560340203815806e-06, 'epoch': 4.06, 'step': 53000}
{'loss': 0.0322, 'learning_rate': 3.6027890583097087e-06, 'epoch': 4.1, 'step': 53500}
{'loss': 0.0324, 'learning_rate': 3.4495440962378363e-06, 'epoch': 4.14, 'step': 54000}
{'loss': 0.0343, 'learning_rate': 3.2962991341659644e-06, 'epoch': 4.18, 'step': 54500}
{'loss': 0.0292, 'learning_rate': 3.143054172094093e-06, 'epoch': 4.21, 'step': 55000}
{'loss': 0.0298, 'learning_rate': 2.989809210022221e-06, 'epoch': 4.25, 'step': 55500}
{'loss': 0.0317, 'learning_rate': 2.836564247950349e-06, 'epoch': 4.29, 'step': 56000}
{'loss': 0.0284, 'learning_rate': 2.6833192858784767e-06, 'epoch': 4.33, 'step': 56500}
{'loss': 0.0298, 'learning_rate': 2.530074323806605e-06, 'epoch': 4.37, 'step': 57000}
{'loss': 0.0299, 'learning_rate': 2.3768293617347333e-06, 'epoch': 4.41, 'step': 57500}
{'loss': 0.0326, 'learning_rate': 2.2235843996628613e-06, 'epoch': 4.44, 'step': 58000}
{'loss': 0.0294, 'learning_rate': 2.0703394375909894e-06, 'epoch': 4.48, 'step': 58500}
{'loss': 0.0277, 'learning_rate': 1.9170944755191175e-06, 'epoch': 4.52, 'step': 59000}
{'loss': 0.0257, 'learning_rate': 1.7638495134472456e-06, 'epoch': 4.56, 'step': 59500}
{'loss': 0.0284, 'learning_rate': 1.6106045513753738e-06, 'epoch': 4.6, 'step': 60000}
{'loss': 0.0267, 'learning_rate': 1.4573595893035017e-06, 'epoch': 4.64, 'step': 60500}
{'loss': 0.0258, 'learning_rate': 1.30411462723163e-06, 'epoch': 4.67, 'step': 61000}
{'loss': 0.0275, 'learning_rate': 1.150869665159758e-06, 'epoch': 4.71, 'step': 61500}
{'loss': 0.0274, 'learning_rate': 9.976247030878861e-07, 'epoch': 4.75, 'step': 62000}
{'loss': 0.0265, 'learning_rate': 8.443797410160141e-07, 'epoch': 4.79, 'step': 62500}
{'loss': 0.0298, 'learning_rate': 6.911347789441422e-07, 'epoch': 4.83, 'step': 63000}
{'loss': 0.0266, 'learning_rate': 5.378898168722704e-07, 'epoch': 4.87, 'step': 63500}
{'loss': 0.0263, 'learning_rate': 3.8464485480039845e-07, 'epoch': 4.9, 'step': 64000}
{'loss': 0.0242, 'learning_rate': 2.3139989272852655e-07, 'epoch': 4.94, 'step': 64500}
{'loss': 0.0265, 'learning_rate': 7.815493065665467e-08, 'epoch': 4.98, 'step': 65000}
{'eval_loss': 0.010821717791259289, 'eval_accuracy': 0.9724432326121938, 'eval_precision': 0.9725124073493856, 'eval_recall': 0.9724432326121938, 'eval_f1': 0.9724199827251204, 'eval_kappa': 0.9500740659523796, 'eval_runtime': 182.6381, 'eval_samples_per_second': 244.987, 'eval_steps_per_second': 30.623, 'epoch': 5.0, 'step': 65255}
{'train_runtime': 8906.463, 'train_samples_per_second': 58.61, 'train_steps_per_second': 7.327, 'total_flos': 3.42909984237588e+16, 'train_loss': 0.14467199978979325, 'epoch': 5.0, 'step': 65255}
